Age,Gender,Income,Employment Type,Experience,Loan Amount,Loan Duration,Credit History,Payment History,Existing Loans,Debt,Savings,EMI,Credit Card Utilization,Loan Purpose,Marital Status,Education,Default History,Interest Rate,Monthly Balance,Credit Mix,Payment Behaviour,Outstanding Debt,Monthly Salary,Occupation,Target
34,Male,15735.68,Entrepreneur,12,50000,48,21,Average,2,1574.91,4949,2083.33,23.2,Personal,Married,Diploma,0,8,316.68,Standard,High_spent_Medium_value_payments,164.66,2548.81,Entrepreneur,Creditworthy
47,Female,133377.21,Teacher,25,76953.59,60,12,Excellent,2,1131.7,58712.46,1603.2,29.85,Medical,Single,High School,1,16,366.33,_,Low_spent_Small_value_payments,69.51,1495.04,Journalist,Not Creditworthy
45,Male,42947.49,Lawyer,19,141080.19,84,16,Poor,2,2266.69,15066.26,3918.89,36.69,Home,Married,Bachelor,1,30,228.43,Bad,Low_spent_Medium_value_payments,3164.78,4356.49,Entrepreneur,Not Creditworthy
47,Male,94511.79,Entrepreneur,22,131810.6,24,8,Excellent,0,1315.6,30622.64,5492.11,36.6,Home,Married,Bachelor,0,18,294.88,_,Low_spent_Small_value_payments,1990.69,0,Manager,Creditworthy
55,Female,44034.82,Journalist,30,100086.06,48,19,Average,1,670.05,9307.8,8340.5,37.28,Personal,Married,Master,1,7,876.91,Standard,High_spent_Medium_value_payments,1090.59,7725.95,Writer,Not Creditworthy
41,Female,87481.62,Entrepreneur,17,137196.14,48,2,Poor,1,214.43,55677.76,2858.25,38.01,Medical,Single,Bachelor,0,19,302.79,Bad,Low_spent_Small_value_payments,2758.61,896.09,Lawyer,Creditworthy
25,Male,59237.96,Writer,0,89783.95,48,16,Average,8,1593.75,8440.38,1496.4,25.08,Home,Single,Master,1,1,437.58,Good,High_spent_Small_value_payments,798.71,2549.82,Engineer,Not Creditworthy
43,Female,20133.61,Media_Manager,17,112004.46,24,23,Average,6,1265.65,12647.53,9333.7,32.8,Medical,Single,Bachelor,0,9,955.73,Good,Low_spent_Small_value_payments,108.82,13725.2,Doctor,Creditworthy
34,Male,25790.29,Unemployed,9,74657.04,60,14,Good,3,1452.82,15786.98,3110.71,29.2,Medical,Married,Master,1,7,916.95,_,High_spent_Large_value_payments,1417.89,10555.59,Manager,Not Creditworthy
35,Male,10000,Teacher,12,165484.65,36,17,Good,6,3090.08,7124.49,2758.08,28.06,Personal,Divorced,Diploma,0,28,213.46,Bad,High_spent_Small_value_payments,3133.49,0,Accountant,Creditworthy
19,Male,20354.85,Engineer,0,110585.51,84,21,Good,1,4288.63,9910.68,4607.73,25.28,Medical,Single,High School,1,17,267.79,_,Low_spent_Large_value_payments,1235.11,743.17,_______,Not Creditworthy
50,Male,140390.32,Journalist,26,50000,60,7,Average,3,1423.23,82778.43,1388.89,36.96,Personal,Single,Master,0,6,336.15,Good,Low_spent_Large_value_payments,1201.14,1940.25,Journalist,Creditworthy
45,Male,63093.32,Mechanic,19,50000,60,21,Average,3,1441.44,48300.79,2083.33,31.93,Education,Single,High School,1,29,304.89,Bad,Low_spent_Medium_value_payments,1426.76,1273.19,Architect,Not Creditworthy
18,Female,100716.36,Writer,0,53245.15,36,22,Good,0,605.24,34920.2,1479.03,29.86,Personal,Single,Bachelor,1,10,421.43,Good,Low_spent_Medium_value_payments,278.8,6584.95,Journalist,Not Creditworthy
50,Female,140390.32,Journalist,29,154438.96,24,6,Good,3,1423.23,96966.36,3217.48,36.96,Education,Married,Bachelor,0,11,348.43,Standard,Low_spent_Large_value_payments,169.86,1173.09,Journalist,Creditworthy
25,Female,80108.31,Doctor,0,118934.88,84,8,Excellent,0,997.28,57593.64,4955.62,38.73,Medical,Married,High School,1,9,305,Standard,High_spent_Small_value_payments,1484.58,3972.21,Writer,Not Creditworthy
28,Male,12723.32,Writer,3,119986.3,48,23,Average,3,387.78,4959.84,2499.71,30.89,Business,Divorced,Bachelor,1,19,650.94,Standard,!@9#%8,642.65,0,Architect,Not Creditworthy
21,Female,58698.08,Lawyer,0,123232.14,24,19,Average,2,453.31,22029.07,10269.34,27.36,Medical,Divorced,Bachelor,1,14,410.27,Standard,High_spent_Small_value_payments,195.38,0,Entrepreneur,Not Creditworthy
65,Male,30922.28,Architect,39,113022.13,36,18,Good,2,957.53,21726.05,4709.26,39.14,Business,Single,Diploma,1,6,1383.98,Good,High_spent_Large_value_payments,685.01,13078.43,Lawyer,Not Creditworthy
49,Male,25877.95,Doctor,28,90529.82,48,22,Average,1,1111.34,11901.57,1886.04,37.78,Car,Married,Master,1,28,338.06,Bad,High_spent_Large_value_payments,2560.45,4735.07,Developer,Not Creditworthy
28,Male,62320.56,Scientist,4,92854.07,48,22,Good,5,3589.56,31527.97,7737.84,32.02,Home,Married,Bachelor,1,3,256.18,Good,Low_spent_Large_value_payments,288.32,1637.78,Mechanic,Not Creditworthy
36,Female,94052.22,Unemployed,12,95463.17,12,15,Average,1,76.99,64908.87,7955.26,33.13,Personal,Single,Master,0,9,407.93,Standard,High_spent_Medium_value_payments,98.97,0,Writer,Creditworthy
31,Male,10000,Doctor,6,115837.24,12,19,Good,1,4064.57,981.43,9653.1,32.26,Car,Single,Diploma,1,8,227.88,Standard,Low_spent_Small_value_payments,373.75,0,Musician,Not Creditworthy
18,Male,34480.2,Teacher,0,62003.58,48,8,Good,0,398.91,23106.47,5166.96,38.17,Medical,Married,Bachelor,1,3,364.83,Good,Low_spent_Small_value_payments,491.67,5882.16,Writer,Not Creditworthy
27,Female,63635.12,Lawyer,1,91549.83,36,17,Average,2,122.65,35706.34,3814.58,33.39,Education,Divorced,High School,1,18,328.19,Bad,Low_spent_Small_value_payments,1997.18,1557.74,Developer,Not Creditworthy
39,Female,86290.14,Doctor,18,175785.36,36,18,Good,3,841.82,19292,14648.78,31.48,Business,Married,Bachelor,0,13,455.56,Standard,Low_spent_Small_value_payments,0,5042.44,Mechanic,Creditworthy
23,Male,88133.16,Doctor,0,91343.8,48,17,Good,0,1073.99,69801.77,2537.33,34.36,Education,Divorced,Master,1,34,483.19,Standard,High_spent_Medium_value_payments,2623.14,3888.09,Scientist,Not Creditworthy
23,Female,151722.56,Entrepreneur,1,111170.77,48,19,Good,2,218.25,45140.88,3088.08,35.8,Business,Married,Master,1,11,84.07,Standard,Low_spent_Small_value_payments,293.88,4323.13,Media_Manager,Not Creditworthy
47,Female,97505.64,Accountant,24,104531.67,84,983,Good,0,295.22,63871.66,1742.19,35.79,Home,Single,Diploma,1,7,974.41,Good,High_spent_Large_value_payments,84.81,11655.86,Manager,Not Creditworthy
32,Male,58050.49,Architect,10,159170.9,60,17,Poor,4,841.07,45271.19,13264.24,29.07,Home,Divorced,Master,0,6,90.63,_,!@9#%8,82.71,9321.59,Architect,Creditworthy
23,Male,101912.13,Unemployed,2,164519.2,36,11,Good,0,99242.27,8638.05,2741.99,29.45,Education,Single,Diploma,0,6,767.68,Standard,High_spent_Medium_value_payments,1161.1,0,Journalist,Creditworthy
50,Female,169141.6,Entrepreneur,29,82944.11,24,15,Good,1,242.61,92540.23,3456,37.71,Personal,Single,High School,0,19,252.02,Bad,Low_spent_Small_value_payments,3918.55,393.7,Developer,Creditworthy
27,Female,29344.53,Writer,2,50000,84,18,Excellent,2,779.69,22936.1,833.33,32.45,Medical,Single,Bachelor,1,22,272.13,Bad,High_spent_Small_value_payments,3566.21,1445,Writer,Not Creditworthy
18,Female,61463.94,Musician,0,50000,12,20,Good,8,1751.87,3266.51,2083.33,35.35,Education,Married,Master,1,25,287.1,Bad,High_spent_Small_value_payments,3969.14,1723.05,Engineer,Not Creditworthy
32,Male,19300.34,Entrepreneur,6,59632.82,48,11,Average,5,2430.21,8126.46,1656.47,28.06,Medical,Single,Master,1,11,632.19,Good,High_spent_Small_value_payments,152.98,6953,Architect,Not Creditworthy
18,Male,46243.56,Journalist,0,108442.78,84,22,Average,0,1455.34,33719.08,1807.38,32.91,Home,Single,Master,1,5,270.52,Good,!@9#%8,841.07,1646.65,Architect,Not Creditworthy
45,Male,16718.08,Manager,19,110745.99,24,18,Good,5,2931.99,10159,3076.28,33.37,Car,Single,Master,0,1,728.6,Good,High_spent_Large_value_payments,223.31,8717.73,Engineer,Creditworthy
26,Male,46092.27,Mechanic,0,125868.37,60,21,Average,4,1509.72,6083.23,2097.81,31.64,Home,Married,Bachelor,1,28,233.48,Bad,!@9#%8,1442.56,3275.38,Engineer,Not Creditworthy
32,Female,38364.82,Architect,8,161787.59,12,15,Average,4,1973.63,16322.15,6741.15,26.08,Home,Single,Bachelor,1,3,484.18,Good,High_spent_Medium_value_payments,606.47,8544.25,Musician,Not Creditworthy
32,Female,10000,Manager,9,110742.47,36,21,Good,6,1990.69,5509.1,3076.18,27.65,Business,Single,High School,1,22,324.37,Standard,Low_spent_Small_value_payments,1251.25,1099.28,Teacher,Not Creditworthy
54,Male,11631.4,Unemployed,30,209066.22,60,7,Average,4,66815.76,8439.73,3484.44,39.99,Car,Single,Bachelor,0,31,362.16,Bad,High_spent_Medium_value_payments,1936.79,3651.9,Journalist,Creditworthy
44,Female,28681.38,Media_Manager,21,96076.95,48,8,Excellent,0,467.64,12808.2,4003.21,32,Education,Single,High School,1,29,313.67,_,High_spent_Medium_value_payments,2716.57,2636.68,Lawyer,Not Creditworthy
18,Female,15544.47,Engineer,0,168482.15,36,24,Average,5,2909.71,3781.32,3510.04,25.11,Education,Single,Diploma,1,33,484.24,Standard,!@9#%8,2561.65,5185.39,Writer,Not Creditworthy
32,Male,38364.82,Architect,8,91035.77,24,13,Excellent,4,1973.63,29787,7586.31,23.79,Car,Married,High School,1,12,440.92,Standard,High_spent_Small_value_payments,89.62,5382.75,Musician,Not Creditworthy
19,Female,39242.58,Media_Manager,0,92671.82,12,28,Excellent,5,3861.66,17528.5,1544.53,33.83,Car,Single,Bachelor,1,18,97.01,Bad,Low_spent_Small_value_payments,3271.84,2955.25,Architect,Not Creditworthy
65,Male,53098.47,Manager,43,50000,48,22,Average,8,3403.23,36448.22,833.33,24.06,Business,Single,Bachelor,1,5721,822.94,Standard,High_spent_Medium_value_payments,1137.41,6536,Lawyer,Not Creditworthy
34,Female,33616.73,Lawyer,11,126164.29,84,21,Average,1,1267.26,9037.31,10513.69,39.43,Car,Married,High School,0,33,284.95,Standard,Low_spent_Medium_value_payments,2569.3,0,Writer,Creditworthy
54,Male,34547.54,Journalist,30,50000,60,7,Good,1,939.31,14758.04,2083.33,28.66,Business,Single,Diploma,0,10,501.68,Good,High_spent_Medium_value_payments,133.3,3211.08,Lawyer,Creditworthy
37,Male,28050.2,Scientist,11,147043.28,24,25,Excellent,7,3534.02,11651.41,3063.4,22.67,Education,Single,Diploma,1,8,331.34,Good,Low_spent_Small_value_payments,846.45,2930.13,Manager,Not Creditworthy
37,Male,82998.24,Media_Manager,15,136499.04,24,14,Good,6,4879.41,44703.86,2843.73,39.47,Home,Married,Master,1,22,305.53,Bad,High_spent_Small_value_payments,3322.38,4940.08,Accountant,Not Creditworthy
39,Male,33227.33,Manager,17,118572.64,36,23,Good,1,687.87,21034.48,2470.26,40.2,Home,Married,Diploma,0,8,866.28,_,High_spent_Large_value_payments,719.06,8290.36,Developer,Creditworthy
26,Female,36901.31,Writer,3,52972.24,24,9,Good,1,100.36,14179.42,2207.18,36.54,Car,Married,Bachelor,1,14,322.02,_,!@9#%8,523.56,2651.86,Engineer,Not Creditworthy
48,Male,33835.16,Engineer,26,131491.22,36,16,Average,3,1353.86,24103.83,10957.6,27.32,Home,Single,High School,0,1,590.76,Good,High_spent_Large_value_payments,306.85,5464.26,Entrepreneur,Creditworthy
18,Female,15325.73,Lawyer,0,91546.25,48,20,Good,5,4445.87,1894.2,3814.43,31.91,Medical,Divorced,High School,1,9,408.17,Good,Low_spent_Medium_value_payments,338.95,0,Media_Manager,Not Creditworthy
18,Female,30118.94,Engineer,0,92716.87,60,22,Excellent,3,1693.64,22681.04,7726.41,36.48,Education,Married,Bachelor,1,5,293.39,Standard,Low_spent_Medium_value_payments,1093.87,1214.78,Architect,Not Creditworthy
51,Female,99007.68,Writer,26,102537.52,84,9,Good,0,31.89,31320.41,4272.4,27.01,Business,Married,Bachelor,1,5,227.17,Standard,Low_spent_Small_value_payments,1092.55,2252.2,Scientist,Not Creditworthy
40,Male,98197.74,Accountant,17,50000,12,13,Poor,3,627.5,24333.23,833.33,39.16,Medical,Married,High School,1,25,371.67,Bad,High_spent_Medium_value_payments,2757.48,3523.52,Musician,Not Creditworthy
32,Male,62757.12,Lawyer,7,98961.24,84,22,Good,8,3754.18,50105.12,2748.92,29.55,Business,Married,High School,0,13,308.22,Standard,Low_spent_Small_value_payments,602.5,853.82,Media_Manager,Creditworthy
33,Female,10000,Doctor,10,56431.52,48,22,Excellent,8,4833.08,5914.72,1567.54,34.99,Medical,Married,Bachelor,1,12,356.82,Good,!@9#%8,425.84,2061.89,Teacher,Not Creditworthy
27,Male,62139.51,Teacher,2,90667.07,36,16,Average,8,2603.85,28013.82,7555.59,24,Home,Divorced,Master,1,16,226.41,Bad,Low_spent_Small_value_payments,2537.18,1206.71,Scientist,Not Creditworthy
30,Female,34081.38,Media_Manager,6,76567.46,36,25,Good,3,1704.18,6948.72,2126.87,35.17,Medical,Married,PhD,1,4,687.04,Good,Low_spent_Small_value_payments,191.09,10115.05,Entrepreneur,Not Creditworthy
29,Female,86127.74,Manager,5,136612.67,36,12,Good,0,130.54,61829.8,11384.39,38.72,Medical,Married,Master,1,12,446.78,_,High_spent_Medium_value_payments,358.6,2761.57,Journalist,Not Creditworthy
65,Female,41925.32,Manager,44,56261.46,24,15,Good,4,1450.92,5677.64,4688.46,27.29,Business,Single,Master,1,9,560.43,Good,Low_spent_Medium_value_payments,1450.68,0,Media_Manager,Not Creditworthy
22,Male,36822.29,Entrepreneur,0,84006.06,84,21,Good,4,125.25,15897.05,7000.5,23.34,Personal,Married,Diploma,1,5,390.6,Good,High_spent_Medium_value_payments,192.45,5849.58,Mechanic,Not Creditworthy
44,Male,10000,Lawyer,18,133462.36,84,1629,Excellent,6,2198.82,6420.91,2224.37,33.44,Personal,Single,High School,1,33,85.23,Bad,Low_spent_Small_value_payments,3534.02,2443.52,Scientist,Not Creditworthy
34,Male,15735.68,Entrepreneur,13,136640.45,48,17,Good,2,1574.91,2862.87,5693.35,31.31,Education,Single,Bachelor,0,1,1095.59,Good,High_spent_Medium_value_payments,903.48,12297.74,Musician,Creditworthy
40,Male,63353.68,Musician,15,112061.19,24,20,Average,8,4362.52,27040.73,1867.69,26.37,Personal,Married,Bachelor,0,1,903.54,Good,!@9#%8,776.18,9818.33,Scientist,Creditworthy
36,Female,10000,Engineer,13,92207.31,60,21,Excellent,2,2495.15,3261.4,7683.94,32.95,Car,Divorced,Bachelor,1,8,1008.33,Good,High_spent_Large_value_payments,282.56,11584.51,Musician,Not Creditworthy
51,Male,29044.29,Writer,26,84795.19,48,12,Average,0,1078.8,21295.98,2355.42,39.33,Home,Single,High School,1,12,288.39,Good,Low_spent_Medium_value_payments,48.88,9552.76,Mechanic,Not Creditworthy
35,Male,10007.82,Journalist,9,140955.66,60,12,Excellent,7,2195.63,1721.95,5873.15,36.71,Personal,Married,Bachelor,0,17,431.34,Standard,!@9#%8,804.61,5914.95,Teacher,Creditworthy
37,Male,10000,Unemployed,14,56512.77,84,25,Good,6,1938.11,4867.55,941.88,27.88,Home,Married,Master,0,4945,279.97,Bad,Low_spent_Small_value_payments,1881.18,769.66,Engineer,Creditworthy
37,Female,28840.8,Teacher,13,92319.56,84,17,Excellent,0,1147.59,11217.62,2564.43,34.68,Business,Single,Bachelor,0,8,968.8,Good,High_spent_Large_value_payments,282.56,11584.51,Musician,Creditworthy
54,Male,25020.07,Mechanic,30,413630.82,12,12,Average,1,233734.26,9607.58,8617.31,37.8,Personal,Single,Bachelor,0,3,325.73,Good,Low_spent_Small_value_payments,1150.28,3946.16,Scientist,Creditworthy
24,Male,97148.91,Unemployed,0,174573.98,48,11,Good,0,152.6,72628.41,14547.83,36.93,Education,Married,Diploma,1,20,317.29,Standard,Low_spent_Small_value_payments,313.06,1561.58,Accountant,Not Creditworthy
41,Female,10183.02,Media_Manager,19,128904.63,36,26,Good,5,1672.43,6071.13,2148.41,32.39,Home,Divorced,Bachelor,1,6,864.66,Standard,High_spent_Large_value_payments,543.2,7468.87,Developer,Not Creditworthy
20,Male,41543.64,Doctor,0,104542.27,84,21,Good,3,2638.03,27331.27,8711.86,35.28,Home,Married,Bachelor,1,11,582.08,_,Low_spent_Medium_value_payments,1220.31,6411.86,Scientist,Not Creditworthy
28,Female,141753.72,Mechanic,4,111265.83,48,15,Excellent,4,477.41,68149.28,9272.15,37.02,Medical,Married,High School,1,8,798.64,Standard,High_spent_Large_value_payments,251.39,8633.22,Scientist,Not Creditworthy
25,Female,58940.76,Journalist,3,50000,84,24,Good,6,348.7,44253.17,1041.67,29.79,Business,Single,High School,1,15,387.68,Standard,Low_spent_Small_value_payments,180.94,2258.72,Media_Manager,Not Creditworthy
35,Male,16154.8,Unemployed,13,104727.74,12,20,Good,2,275.06,1188.15,4363.66,39.2,Business,Single,Diploma,0,1,499.58,Good,High_spent_Small_value_payments,1496.8,8176.62,Teacher,Creditworthy
27,Female,162144.64,Doctor,5,90094.75,84,12,Average,1,80.76,69395.54,3753.95,29.25,Education,Single,Bachelor,1,8,269.2,Standard,Low_spent_Small_value_payments,1491.56,1582.17,Engineer,Not Creditworthy
44,Female,10000,Media_Manager,18,96524.88,36,8,Poor,7,2216.25,5450.42,2681.25,32.85,Business,Married,Bachelor,0,29,243.19,_,Low_spent_Medium_value_payments,4432.68,1410.03,Doctor,Creditworthy
54,Female,20186.02,Scientist,28,60967.55,60,17,Good,2,413.32,10059.74,1270.16,32.94,Business,Married,Master,1,13,239.01,Standard,Low_spent_Small_value_payments,270.2,4161.27,Engineer,Not Creditworthy
26,Male,15013.73,Manager,3,173678.94,60,22,Excellent,6,1403.17,4314.16,4824.42,26.95,Home,Divorced,High School,1,8,630.26,Good,High_spent_Medium_value_payments,1450.37,4359.45,Accountant,Not Creditworthy
28,Female,27063.43,Doctor,4,111642.61,84,14,Poor,4,1205.36,4245.77,9303.55,30.3,Personal,Single,High School,0,25,376.8,_,Low_spent_Large_value_payments,1553.07,5718.22,Writer,Creditworthy
44,Male,14129.76,Developer,22,68472.24,84,9,Poor,8,4071.62,6906.51,2853.01,39.16,Home,Single,Bachelor,1,12,399.01,Good,High_spent_Small_value_payments,957.53,0,_______,Not Creditworthy
51,Female,99007.68,Writer,27,82451.86,84,24,Average,0,31.89,20603.64,2290.33,34,Education,Divorced,Bachelor,1,11,675.54,Good,Low_spent_Small_value_payments,152.98,6953,Architect,Not Creditworthy
23,Female,19065.32,Scientist,2,50000,24,7,Good,5,2008.06,3738.68,833.33,39.07,Home,Single,Diploma,1,27,405.26,Bad,!@9#%8,2532,6511.01,Doctor,Not Creditworthy
55,Male,28836.92,Media_Manager,33,145726.91,60,10,Excellent,0,1224.88,10232.34,3035.98,24.51,Car,Single,Master,1,8,75.96,Standard,Low_spent_Small_value_payments,100.49,0,Developer,Not Creditworthy
25,Male,59237.96,Writer,0,56151.91,36,12,Good,8,1593.75,10631.51,1559.78,25.08,Business,Single,Bachelor,1,12,383.45,Standard,Low_spent_Large_value_payments,1111.34,1860.5,Doctor,Not Creditworthy
38,Male,31633.94,Writer,15,50000,60,23,Average,0,1988.02,3855.12,1041.67,26.16,Medical,Single,Diploma,0,12,334.39,Standard,!@9#%8,107.41,7449.47,Musician,Creditworthy
42,Male,14144.48,Scientist,20,79084.62,48,16,Good,6,2537.18,1705.83,2196.8,23.3,Medical,Married,Bachelor,1,16,274.12,Bad,Low_spent_Large_value_payments,1620.94,2438.32,Doctor,Not Creditworthy
34,Male,17791.55,Journalist,10,91105.4,12,25,Good,8,1682.62,4553.74,3796.06,33.99,Personal,Married,High School,1,17,656.45,Standard,High_spent_Large_value_payments,248.48,8244.87,Media_Manager,Not Creditworthy
35,Female,10000,Teacher,13,168586.04,48,10,Average,6,3090.08,3481.12,7024.42,36.87,Home,Married,Bachelor,0,25,417.48,_,!@9#%8,2757.48,3523.52,Musician,Creditworthy
39,Female,10000,Entrepreneur,15,108097.28,60,21,Excellent,7,2041.74,6302.18,1801.62,24.41,Personal,Divorced,Diploma,1,4,325.66,_,Low_spent_Small_value_payments,1170.52,1499.77,Lawyer,Not Creditworthy
35,Female,19328.71,Architect,13,70505.34,84,10,Good,2,160.03,10466.5,1175.09,26.23,Education,Single,Bachelor,0,16,420.2,_,High_spent_Large_value_payments,218.72,4930.67,Musician,Creditworthy
32,Male,12600.44,Lawyer,6,184034.25,60,17,Excellent,3,569.8,6352.27,3067.24,31.98,Personal,Married,Bachelor,1,8,156.48,Standard,Low_spent_Small_value_payments,776.86,2905.15,Lawyer,Not Creditworthy
40,Male,123847.04,Manager,14,169843.67,12,9,Good,2,1417.89,44013.29,14153.64,27.73,Education,Single,Diploma,0,15,447.27,Standard,High_spent_Small_value_payments,1231.17,2858.13,Lawyer,Creditworthy
25,Male,33063.59,Entrepreneur,0,160345.55,12,26,Poor,7,788.4,22600.42,4454.04,25.1,Business,Married,Bachelor,1,13,277.35,Standard,High_spent_Small_value_payments,1240.11,0,Engineer,Not Creditworthy
40,Female,10000,Lawyer,17,102714.45,12,25,Excellent,4,322.61,2796.9,2139.88,36.95,Personal,Single,Diploma,1,4,302.99,Good,Low_spent_Small_value_payments,363.51,1557.44,Teacher,Not Creditworthy
54,Male,132414.16,Unemployed,28,206735.82,84,19,Good,0,53.73,64267.61,5742.66,37.25,Home,Single,Bachelor,0,12,395.69,Good,Low_spent_Small_value_payments,425.84,2061.89,Teacher,Creditworthy
36,Male,24069.55,Doctor,12,65849.06,48,17,Average,1,315.97,3337.71,1829.14,38.81,Business,Single,Bachelor,0,1,161.73,Good,Low_spent_Small_value_payments,360.92,6973.35,Musician,Creditworthy
18,Female,27796.42,Accountant,0,92543.79,84,14,Good,2,1073.94,7927.71,1542.4,27.45,Home,Married,Diploma,1,1,884.65,Good,High_spent_Large_value_payments,563.31,10731.29,Manager,Not Creditworthy
47,Female,31895.07,Architect,22,50000,24,16,Average,4,220.33,12467.02,1388.89,31.02,Medical,Married,High School,1,10,425.73,Standard,High_spent_Large_value_payments,291.46,3143.05,Teacher,Not Creditworthy
21,Male,34927,Unemployed,0,187759.62,36,12,Good,0,1158.55,7273.52,7823.32,32.16,Business,Single,Bachelor,1,1,962.57,Good,High_spent_Large_value_payments,1030.2,0,Media_Manager,Not Creditworthy
51,Female,47280.76,Media_Manager,28,89280.45,36,9,Average,0,1134.41,27902.99,7440.04,39.68,Home,Married,High School,0,17,101.33,Standard,Low_spent_Small_value_payments,2410.94,2852.8,Journalist,Creditworthy
22,Male,48780.56,Media_Manager,1,50000,12,16,Good,0,967.75,26989,4166.67,26.88,Home,Single,Master,1,20,266.35,_,Low_spent_Medium_value_payments,1765.67,355.21,Scientist,Not Creditworthy
